59,161,256
316.3759,771.9790000000002,1192.3739
330.1638599999999,809.8917000000001,1243.8515
351.7433600000001,852.4009000000002,1550.1726000000003
378.17993,912.6292999999998,2113.5294999999996
452.38868,1070.2373000000002,2535.9997999999996
546.88,1289.081399999999,2794.4624999999996
565.6666099999999,1336.2839000000004,2883.9034
577.6588100000002,1357.5908000000006,6575.650200000001
591.2047399999998,1382.4776199999992,8137.725199999997
613.9018600000004,1424.2455099999986,217031.34209999998
734.00489,1596.7410300000004,3188.2353000000003
